contacto_id,fecha_contacto,cliente_id,canal,producto,monto_ofertado,score_modelo,resultado,comentario
36,2025-02-03T00:00:00.000000000,100326,sms,Extracash,12120.98,0.3294,NO_INTERESADO,mail abierto
37,2025-01-17T00:00:00.000000000,100534,HTML,Extracash,14060.79,0.2047,NO_INTERESADO,mail abierto
38,2025-06-21T00:00:00.000000000,100103,SMS,PP,5636.77,0.2349,NO_INTERESADO,mail abierto
39,2025-02-07T00:00:00.000000000,100145,tlv ,Extracash,6094.07,0.3835,SIN_CONTACTO,solicita llamada
40,2025-05-28T00:00:00.000000000,100070,app ,Seguro,11043.1,0.0984,REBOTE,numero invalido
41,2025-05-16T00:00:00.000000000,100491,TLV,TC,7206.22,0.2192,SIN_CONTACTO,solicita llamada
42,2025-04-14T00:00:00.000000000,100448,SMS,Seguro,8880.36,0.149,REBOTE,sin respuesta
43,2025-06-30T00:00:00.000000000,100241,SMS,PP,15421.23,0.5216,NO_INTERESADO,cliente interesado
44,2025-04-22T00:00:00.000000000,100031,HTML,PP,11444.13,0.3955,VENTA,cliente interesado
45,2025-06-21T00:00:00.000000000,100559,app ,TC,25101.86,0.1754,NO_INTERESADO,mail abierto
46,2025-05-15T00:00:00.000000000,100559,TLV,PP,10828.36,0.053,VENTA,no contesta
47,2025-01-03T00:00:00.000000000,100177,HTML,PP,23598.18,0.3312,NO_INTERESADO,solicita llamada
48,2025-05-29T00:00:00.000000000,100111,HTML,TC,16573.27,0.4198,NO_CALIFICA,numero invalido
49,2025-04-15T00:00:00.000000000,100531,SMS,Seguro,37370.81,0.19,NO_INTERESADO,numero invalido
50,2025-02-13T00:00:00.000000000,100432,SMS,TC,S/ 9348.58,0.1754,NO_INTERESADO,cliente interesado
51,2025-01-08T00:00:00.000000000,100226,SMS,Seguro,8848.61,0.1887,SIN_CONTACTO,numero invalido
52,2025-05-26T00:00:00.000000000,100268,APP,TC,S/ 18986.77,0.4136,VENTA,cliente interesado
53,2025-05-02T00:00:00.000000000,100398,TLV,TC,7004.79,0.3405,VENTA,no contesta
54,2025-04-28T00:00:00.000000000,100367,SMS,PP,7211.36,,NO_INTERESADO,sin respuesta
55,2025-03-28T00:00:00.000000000,100090,HTML,PP,10653.49,0.1691,SIN_CONTACTO,numero invalido
56,2025-02-20T00:00:00.000000000,100453,SMS,Extracash,11446.01,0.4419,SIN_CONTACTO,cliente interesado
57,2025-04-04T00:00:00.000000000,100142,SMS,TC,4322.75,0.4113,NO_INTERESADO,cliente interesado
58,2025-02-22T00:00:00.000000000,100177,HTML,TC,10723.37,0.5056,NO_INTERESADO,solicita llamada
59,2025-04-28T00:00:00.000000000,100502,TLV,Extracash,7876.58,0.4062,NO_INTERESADO,sin respuesta
60,2025-02-01T00:00:00.000000000,100495,HTML,TC,9204.54,0.0405,VENTA,sin respuesta
61,2025-05-20T00:00:00.000000000,100426,HTML,PP,10292.44,0.4538,NO_INTERESADO,sin respuesta
62,2025-04-10T00:00:00.000000000,100453,HTML,Extracash,8424.98,0.1776,SIN_CONTACTO,cliente interesado
63,2025-02-06T00:00:00.000000000,100123,HTML,Extracash,S/ 16836.6,0.3268,NO_INTERESADO,numero invalido
64,2025-06-25T00:00:00.000000000,100348,SMS,PP,,0.1962,SIN_CONTACTO,sin respuesta
65,2025-04-05T00:00:00.000000000,100052,HTML,Extracash,8461.29,0.1024,SIN_CONTACTO,sin respuesta
66,2025-05-23T00:00:00.000000000,100344,APP,PP,9780.29,0.2591,NO_INTERESADO,solicita llamada
67,2025-06-06T00:00:00.000000000,100451,HTML,Extracash,16578.76,0.0868,NO_INTERESADO,cliente interesado
68,2025-01-31T00:00:00.000000000,100230,HTML,Extracash,14438.4,0.2221,NO_INTERESADO,numero invalido
69,2025-04-14T00:00:00.000000000,100371,HTML,Seguro,18797.71,0.4452,NO_INTERESADO,sin respuesta
70,2025-01-22T00:00:00.000000000,100581,APP,PP,8725.46,0.5846,REBOTE,numero invalido
71,2025-04-16T00:00:00.000000000,100172,SMS,Extracash,10151.02,0.5413,REBOTE,no contesta
72,2025-02-20T00:00:00.000000000,100232,app ,PP,,0.1095,VENTA,no contesta
73,2025-06-05T00:00:00.000000000,100274,TLV,Extracash,9233.88,0.3029,REBOTE,sin respuesta
74,2025-01-30T00:00:00.000000000,100144,APP,PP,S/ 23640.86,0.3748,VENTA,numero invalido
75,2025-04-03T00:00:00.000000000,100308,tlv ,Extracash,14970.61,0.1536,SIN_CONTACTO,no contesta
76,2025-01-26T00:00:00.000000000,100334,APP,Seguro,7468.01,0.1462,NO_INTERESADO,mail abierto
77,2025-06-14T00:00:00.000000000,100253,TLV,TC,4397.94,0.4953,NO_INTERESADO,sin respuesta
78,2025-05-13T00:00:00.000000000,100552,APP,TC,S/ 13371.03,0.261,REBOTE,solicita llamada
79,2025-04-02T00:00:00.000000000,100532,SMS,TC,6430.58,0.1814,NO_INTERESADO,solicita llamada
80,2025-02-26T00:00:00.000000000,100555,SMS,Extracash,6419.54,0.0925,NO_INTERESADO,numero invalido
81,2025-02-14T00:00:00.000000000,100336,HTML,PP,3673.73,0.1798,VENTA,no contesta
82,2025-04-13T00:00:00.000000000,100346,HTML,Extracash,18093.38,0.5381,SIN_CONTACTO,sin respuesta
83,2025-01-19T00:00:00.000000000,100053,TLV,PP,10008.67,0.2392,SIN_CONTACTO,cliente interesado
84,2025-02-27T00:00:00.000000000,100235,TLV,PP,9598.6,0.3897,SIN_CONTACTO,cliente interesado
85,2025-01-12T00:00:00.000000000,100205,SMS,Extracash,11746.8,0.2079,NO_INTERESADO,sin respuesta
86,2025-06-28T00:00:00.000000000,100448,HTML,PP,10816.97,0.4797,NO_INTERESADO,solicita llamada
87,2025-05-07T00:00:00.000000000,100477,TLV,PP,9978.69,0.4398,NO_INTERESADO,numero invalido
88,2025-04-18T00:00:00.000000000,100335,TLV,TC,12564.8,0.2285,NO_CALIFICA,solicita llamada
89,2025-05-07T00:00:00.000000000,100013,TLV,Extracash,S/ 8152.33,0.5425,REBOTE,cliente interesado
90,2025-01-26T00:00:00.000000000,100493,tlv ,PP,2313.59,0.1622,SIN_CONTACTO,numero invalido
91,2025-05-19T00:00:00.000000000,100307,html ,TC,14188.25,0.1305,NO_CALIFICA,mail abierto
92,2025-05-21T00:00:00.000000000,100499,APP,PP,11959.41,0.2509,SIN_CONTACTO,numero invalido
93,2025-05-13T00:00:00.000000000,100192,SMS,PP,9603.39,0.4082,NO_INTERESADO,mail abierto
94,2025-02-22T00:00:00.000000000,100421,sms,PP,22583.52,0.2117,NO_INTERESADO,mail abierto
95,2025-03-06T00:00:00.000000000,100453,TLV,PP,4424.62,0.2771,SIN_CONTACTO,no contesta
96,2025-03-24T00:00:00.000000000,100583,SMS,TC,S/ 1951.66,0.3648,REBOTE,numero invalido
97,2025-06-19T00:00:00.000000000,100550,APP,TC,21379.25,0.2214,SIN_CONTACTO,numero invalido
98,2025-02-21T00:00:00.000000000,100389,app ,PP,11893.73,0.418,REBOTE,mail abierto
99,2025-05-28T00:00:00.000000000,100049,SMS,Seguro,3866.47,0.3336,SIN_CONTACTO,mail abierto
100,2025-03-30T00:00:00.000000000,100584,SMS,PP,7591.95,0.2114,NO_INTERESADO,sin respuesta
101,2025-05-25T00:00:00.000000000,100159,app ,PP,13303.1,0.385,SIN_CONTACTO,numero invalido
102,2025-02-25T00:00:00.000000000,100391,TLV,Seguro,4889.19,0.2284,VENTA,numero invalido
103,2025-03-08T00:00:00.000000000,100242,sms,TC,12843.49,0.3734,VENTA,numero invalido
104,2025-02-28T00:00:00.000000000,100131,SMS,Seguro,30159.2,0.0485,NO_INTERESADO,sin respuesta
105,2025-02-24T00:00:00.000000000,100542,SMS,TC,20264.12,0.2457,NO_INTERESADO,sin respuesta
106,2025-01-29T00:00:00.000000000,100376,HTML,TC,9326.76,0.0574,VENTA,solicita llamada
107,2025-02-20T00:00:00.000000000,100207,TLV,PP,11315.56,0.0513,REBOTE,no contesta
108,2025-06-23T00:00:00.000000000,100460,TLV,Seguro,5651.4,0.3013,VENTA,sin respuesta
109,2025-01-14T00:00:00.000000000,100584,SMS,PP,,0.1956,NO_INTERESADO,no contesta
110,2025-02-07T00:00:00.000000000,100253,HTML,Seguro,7911.76,0.2664,SIN_CONTACTO,sin respuesta
111,2025-02-18T00:00:00.000000000,100202,APP,PP,5511.78,0.1265,SIN_CONTACTO,mail abierto
112,2025-02-21T00:00:00.000000000,100100,TLV,Extracash,4555.62,0.1621,NO_INTERESADO,cliente interesado
113,2025-06-04T00:00:00.000000000,100207,APP,TC,27219.71,0.3317,NO_CALIFICA,numero invalido
114,2025-03-16T00:00:00.000000000,100211,html ,Extracash,9942.31,0.2696,NO_INTERESADO,no contesta
115,2025-06-04T00:00:00.000000000,100553,HTML,PP,5427.44,0.2327,SIN_CONTACTO,solicita llamada
116,2025-01-22T00:00:00.000000000,100468,HTML,Seguro,7535.19,0.1646,NO_INTERESADO,solicita llamada
117,2025-05-05T00:00:00.000000000,100250,HTML,TC,21365.23,0.3899,NO_INTERESADO,mail abierto
118,2025-02-11T00:00:00.000000000,100124,HTML,PP,22978.18,0.3518,NO_INTERESADO,mail abierto
119,2025-06-09T00:00:00.000000000,100412,HTML,TC,6779.29,0.4963,SIN_CONTACTO,mail abierto
120,2025-03-15T00:00:00.000000000,100006,tlv ,PP,10551.73,0.1269,REBOTE,cliente interesado
121,2025-05-01T00:00:00.000000000,100372,app ,TC,15425.58,0.3153,VENTA,sin respuesta
122,2025-04-16T00:00:00.000000000,100527,HTML,TC,7847.94,0.2399,SIN_CONTACTO,cliente interesado
123,2025-03-04T00:00:00.000000000,100265,SMS,PP,S/ 4990.55,0.2106,NO_INTERESADO,solicita llamada
124,2025-04-08T00:00:00.000000000,100583,SMS,PP,5567.2,0.2893,NO_INTERESADO,sin respuesta
125,2025-05-13T00:00:00.000000000,100429,HTML,PP,,0.5135,NO_INTERESADO,cliente interesado
126,2025-03-08T00:00:00.000000000,100521,APP,TC,6218.9,0.3859,REBOTE,mail abierto
127,2025-04-29T00:00:00.000000000,100223,HTML,Extracash,4672.44,0.1865,NO_INTERESADO,solicita llamada
128,2025-05-03T00:00:00.000000000,100480,tlv ,Seguro,8333.34,0.1056,NO_INTERESADO,solicita llamada
129,2025-05-27T00:00:00.000000000,100244,TLV,PP,15765.48,0.1293,VENTA,mail abierto
130,2025-05-15T00:00:00.000000000,100437,HTML,PP,sin dato,0.3481,VENTA,sin respuesta
131,2025-03-24T00:00:00.000000000,100226,TLV,TC,8364.64,0.293,NO_CALIFICA,solicita llamada
132,2025-02-18T00:00:00.000000000,100330,SMS,Extracash,26856.63,0.2282,NO_INTERESADO,no contesta
133,2025-03-20T00:00:00.000000000,100021,SMS,Extracash,,0.5275,NO_INTERESADO,sin respuesta
134,2025-02-13T00:00:00.000000000,100391,TLV,TC,9092.79,0.4942,NO_INTERESADO,solicita llamada
135,2025-01-29T00:00:00.000000000,100547,APP,PP,S/ 4495.23,0.132,REBOTE,numero invalido
136,2025-04-24T00:00:00.000000000,100447,SMS,Extracash,,0.2551,REBOTE,sin respuesta
137,2025-05-29T00:00:00.000000000,100168,SMS,Extracash,8846.75,0.49,NO_CALIFICA,numero invalido
138,2025-03-16T00:00:00.000000000,100197,APP,PP,3780.46,0.2103,NO_INTERESADO,cliente interesado
139,2025-06-07T00:00:00.000000000,100580,SMS,TC,6025.58,0.1339,VENTA,solicita llamada
140,2025-05-31T00:00:00.000000000,100123,TLV,Extracash,25245.71,0.1802,SIN_CONTACTO,no contesta
141,2025-01-09T00:00:00.000000000,100401,sms,Seguro,S/ 14042.24,0.26,NO_INTERESADO,cliente interesado
142,2025-01-02T00:00:00.000000000,100416,APP,PP,10055.44,0.254,NO_INTERESADO,solicita llamada
143,2025-06-17T00:00:00.000000000,100384,TLV,PP,S/ 15170.25,0.0425,SIN_CONTACTO,solicita llamada
144,2025-04-09T00:00:00.000000000,100362,SMS,PP,3955.25,0.617,NO_INTERESADO,no contesta
145,2025-03-24T00:00:00.000000000,100587,HTML,PP,6022.46,0.5519,SIN_CONTACTO,no contesta
146,2025-03-05T00:00:00.000000000,100594,APP,Extracash,S/ 4585.96,0.2026,NO_INTERESADO,solicita llamada
147,2025-02-07T00:00:00.000000000,100233,TLV,PP,6019.4,0.17,NO_INTERESADO,sin respuesta
148,2025-02-08T00:00:00.000000000,100248,APP,Seguro,7673.18,0.3677,NO_CALIFICA,sin respuesta
149,2025-04-22T00:00:00.000000000,100141,tlv ,PP,12621.59,0.1354,NO_CALIFICA,no contesta
150,2025-06-07T00:00:00.000000000,100248,SMS,Extracash,16378.72,0.2647,NO_INTERESADO,cliente interesado
151,2025-02-26T00:00:00.000000000,100550,SMS,PP,16127.26,0.2849,SIN_CONTACTO,numero invalido
152,2025-02-09T00:00:00.000000000,100073,sms,Extracash,40921.81,0.5208,SIN_CONTACTO,mail abierto
153,2025-03-06T00:00:00.000000000,100072,TLV,TC,7216.48,0.614,VENTA,sin respuesta
154,2025-05-23T00:00:00.000000000,100008,html ,PP,,0.1261,NO_INTERESADO,no contesta
155,2025-05-19T00:00:00.000000000,100189,TLV,PP,12466.57,0.1414,SIN_CONTACTO,sin respuesta
156,2025-06-04T00:00:00.000000000,100083,TLV,PP,6008.5,0.0142,SIN_CONTACTO,solicita llamada
157,2025-04-01T00:00:00.000000000,100406,TLV,PP,8070.87,0.3282,SIN_CONTACTO,no contesta
158,2025-06-25T00:00:00.000000000,100355,TLV,Extracash,11799.45,0.2196,NO_INTERESADO,sin respuesta
159,2025-04-18T00:00:00.000000000,100534,APP,Seguro,5828.75,0.2845,SIN_CONTACTO,cliente interesado
160,2025-01-22T00:00:00.000000000,100578,SMS,Extracash,12200.08,0.1529,NO_INTERESADO,numero invalido
161,2025-04-15T00:00:00.000000000,100166,HTML,PP,18416.57,0.178,VENTA,sin respuesta
162,2025-01-29T00:00:00.000000000,100067,html ,Extracash,5131.01,0.2514,SIN_CONTACTO,numero invalido
163,2025-06-14T00:00:00.000000000,100558,TLV,Extracash,2710.08,0.3877,SIN_CONTACTO,numero invalido
164,2025-01-16T00:00:00.000000000,100096,tlv ,Extracash,9867.28,0.078,SIN_CONTACTO,no contesta
165,2025-05-03T00:00:00.000000000,100047,SMS,TC,5340.23,0.2071,SIN_CONTACTO,no contesta
166,2025-02-28T00:00:00.000000000,100409,SMS,PP,10358.28,0.1156,NO_INTERESADO,numero invalido
167,2025-02-05T00:00:00.000000000,100456,SMS,PP,7372.46,0.3568,VENTA,numero invalido
168,2025-06-14T00:00:00.000000000,100181,app ,PP,11120.41,0.3617,NO_INTERESADO,numero invalido
169,2025-04-05T00:00:00.000000000,100312,app ,PP,S/ 17469.27,0.0942,NO_INTERESADO,solicita llamada
170,2025-04-27T00:00:00.000000000,100027,APP,PP,14710.91,0.1157,VENTA,numero invalido
171,2025-05-25T00:00:00.000000000,100185,html ,Seguro,7742.15,0.2049,VENTA,cliente interesado
172,2025-01-29T00:00:00.000000000,100532,sms,PP,4969.37,0.1461,NO_CALIFICA,no contesta
173,2025-06-25T00:00:00.000000000,100470,HTML,TC,2423.23,0.3179,SIN_CONTACTO,mail abierto
174,2025-01-20T00:00:00.000000000,100089,APP,PP,2868.79,0.1968,NO_CALIFICA,numero invalido
175,2025-01-17T00:00:00.000000000,100558,HTML,Extracash,6083.51,0.0498,NO_CALIFICA,numero invalido
176,2025-05-16T00:00:00.000000000,100261,app ,Extracash,9892.28,0.2588,REBOTE,sin respuesta
177,2025-01-16T00:00:00.000000000,100186,TLV,PP,6478.81,0.1446,NO_CALIFICA,solicita llamada
178,2025-04-23T00:00:00.000000000,100452,sms,PP,,0.4273,NO_INTERESADO,numero invalido
179,2025-05-16T00:00:00.000000000,100193,SMS,Extracash,3906.02,0.2513,SIN_CONTACTO,solicita llamada
180,2025-01-01T00:00:00.000000000,100468,APP,PP,3791.04,0.053,SIN_CONTACTO,mail abierto
181,2025-02-03T00:00:00.000000000,100008,SMS,PP,3634.49,0.3982,NO_CALIFICA,sin respuesta
182,2025-04-17T00:00:00.000000000,100573,APP,PP,13059.28,0.4076,NO_INTERESADO,mail abierto
183,2025-03-27T00:00:00.000000000,100465,SMS,PP,3150.11,0.287,VENTA,cliente interesado
184,2025-02-04T00:00:00.000000000,100355,SMS,Extracash,13414.11,0.7616,NO_INTERESADO,mail abierto
185,2025-04-29T00:00:00.000000000,100585,APP,Extracash,5650.85,0.1648,NO_INTERESADO,sin respuesta
186,2025-02-23T00:00:00.000000000,100088,TLV,TC,12376.22,0.0658,VENTA,solicita llamada
187,2025-04-08T00:00:00.000000000,100041,APP,PP,10503.28,0.1166,NO_INTERESADO,solicita llamada
188,2025-01-19T00:00:00.000000000,100048,SMS,Extracash,S/ 13888.73,0.5901,SIN_CONTACTO,cliente interesado
189,2025-04-12T00:00:00.000000000,100311,SMS,TC,17572.15,0.3461,VENTA,solicita llamada
190,2025-06-29T00:00:00.000000000,100385,SMS,PP,5975.67,0.1073,VENTA,numero invalido
191,2025-01-26T00:00:00.000000000,100230,HTML,PP,5384.2,0.2603,REBOTE,sin respuesta
192,2025-03-24T00:00:00.000000000,100321,SMS,TC,7187.68,0.1667,SIN_CONTACTO,cliente interesado
193,2025-01-30T00:00:00.000000000,100516,app ,TC,5977.46,0.318,NO_INTERESADO,sin respuesta
194,2025-04-22T00:00:00.000000000,100149,html ,PP,13055.78,0.1457,VENTA,solicita llamada
195,2025-03-11T00:00:00.000000000,100092,APP,TC,8539.24,0.2228,NO_INTERESADO,numero invalido
196,2025-02-06T00:00:00.000000000,100098,TLV,PP,9098.08,0.1993,REBOTE,cliente interesado
197,2025-02-16T00:00:00.000000000,100491,SMS,TC,11375.79,0.1044,SIN_CONTACTO,numero invalido
198,2025-03-09T00:00:00.000000000,100210,SMS,PP,6991.54,0.1136,NO_INTERESADO,sin respuesta
199,2025-01-16T00:00:00.000000000,100556,HTML,Seguro,S/ 16477.83,0.1296,SIN_CONTACTO,sin respuesta
200,2025-04-28T00:00:00.000000000,100172,TLV,Extracash,3307.42,0.0862,NO_INTERESADO,mail abierto
201,2025-02-21T00:00:00.000000000,100361,sms,TC,10255.75,0.2694,NO_INTERESADO,no contesta
202,2025-05-16T00:00:00.000000000,100212,sms,Seguro,11851.55,0.4522,VENTA,cliente interesado
203,2025-06-30T00:00:00.000000000,100249,HTML,TC,5925.18,0.133,REBOTE,no contesta
204,2025-06-14T00:00:00.000000000,100210,TLV,TC,6167.95,0.1202,NO_CALIFICA,solicita llamada
205,2025-03-27T00:00:00.000000000,100134,APP,TC,14754.88,0.298,NO_CALIFICA,numero invalido
206,2025-02-14T00:00:00.000000000,100451,sms,TC,sin dato,0.3439,SIN_CONTACTO,no contesta
207,2025-03-11T00:00:00.000000000,100247,APP,Seguro,3145.23,0.8453,VENTA,cliente interesado
208,2025-02-13T00:00:00.000000000,100276,APP,Extracash,S/ 4297.78,0.158,SIN_CONTACTO,sin respuesta
209,2025-05-26T00:00:00.000000000,100318,HTML,PP,15584.31,0.1394,SIN_CONTACTO,solicita llamada
210,2025-03-14T00:00:00.000000000,100508,SMS,PP,5547.57,0.1011,NO_INTERESADO,cliente interesado
211,2025-06-06T00:00:00.000000000,100263,html ,Seguro,18378.8,0.2778,NO_INTERESADO,numero invalido
212,2025-02-25T00:00:00.000000000,100301,HTML,Extracash,18978.28,0.3034,NO_INTERESADO,numero invalido
213,2025-02-04T00:00:00.000000000,100322,HTML,TC,8036.91,0.0855,NO_INTERESADO,numero invalido
214,2025-05-29T00:00:00.000000000,100174,SMS,TC,12071.81,0.2762,NO_INTERESADO,mail abierto
215,2025-01-24T00:00:00.000000000,100015,app ,Seguro,5704.08,0.1566,NO_INTERESADO,solicita llamada
216,2025-03-09T00:00:00.000000000,100554,html ,PP,7189.36,0.4126,REBOTE,sin respuesta
217,2025-05-18T00:00:00.000000000,100057,HTML,PP,6114.15,0.5253,SIN_CONTACTO,no contesta
218,2025-03-09T00:00:00.000000000,100390,SMS,PP,12363.3,0.15,NO_INTERESADO,cliente interesado
219,2025-05-27T00:00:00.000000000,100495,SMS,Seguro,4438.89,0.2088,NO_CALIFICA,mail abierto
220,2025-04-01T00:00:00.000000000,100505,HTML,TC,8331.43,0.1826,NO_INTERESADO,numero invalido
221,2025-02-09T00:00:00.000000000,100218,SMS,TC,9196.82,0.153,VENTA,numero invalido
222,2025-04-13T00:00:00.000000000,100139,SMS,PP,11872.1,0.1778,NO_INTERESADO,solicita llamada
223,2025-02-09T00:00:00.000000000,100023,sms,PP,2800.86,0.1139,NO_CALIFICA,sin respuesta
224,2025-03-05T00:00:00.000000000,100583,TLV,PP,3360.9,0.3708,SIN_CONTACTO,sin respuesta
225,2025-01-17T00:00:00.000000000,100550,SMS,PP,5522.76,0.2038,SIN_CONTACTO,no contesta
226,2025-01-02T00:00:00.000000000,100381,HTML,PP,7904.78,0.2845,REBOTE,no contesta
227,2025-01-08T00:00:00.000000000,100118,APP,TC,9638.34,0.243,VENTA,sin respuesta
228,2025-05-14T00:00:00.000000000,100224,SMS,PP,9918.25,0.28,REBOTE,mail abierto
229,2025-01-31T00:00:00.000000000,100568,APP,Seguro,26901.36,0.4922,NO_INTERESADO,sin respuesta
230,2025-01-21T00:00:00.000000000,100150,APP,Seguro,12762.26,0.3615,VENTA,numero invalido
231,2025-01-28T00:00:00.000000000,100534,tlv ,TC,12299.52,0.1433,SIN_CONTACTO,mail abierto
232,2025-06-04T00:00:00.000000000,100059,TLV,PP,6827.96,0.6188,SIN_CONTACTO,mail abierto
233,2025-06-29T00:00:00.000000000,100264,sms,PP,13680.47,0.1307,NO_CALIFICA,mail abierto
234,2025-02-14T00:00:00.000000000,100019,TLV,PP,13004.52,0.1428,NO_INTERESADO,numero invalido
235,2025-04-12T00:00:00.000000000,100223,APP,TC,12855.69,0.2059,SIN_CONTACTO,cliente interesado
236,2025-02-16T00:00:00.000000000,100117,SMS,PP,8373.67,0.2149,NO_INTERESADO,numero invalido
237,2025-02-09T00:00:00.000000000,100588,HTML,Seguro,12522.75,0.2865,VENTA,numero invalido
238,2025-04-07T00:00:00.000000000,100185,SMS,PP,20491.99,0.3024,SIN_CONTACTO,sin respuesta
239,2025-06-03T00:00:00.000000000,100168,TLV,Extracash,5758.3,0.272,NO_INTERESADO,sin respuesta
240,2025-06-14T00:00:00.000000000,100318,SMS,PP,2732.83,0.1488,NO_INTERESADO,numero invalido
241,2025-01-05T00:00:00.000000000,100205,APP,TC,S/ 13929.54,0.3373,REBOTE,solicita llamada
242,2025-03-10T00:00:00.000000000,100238,TLV,PP,13285.39,0.6276,NO_INTERESADO,cliente interesado
243,2025-05-17T00:00:00.000000000,100225,APP,Extracash,7839.84,0.3807,NO_CALIFICA,no contesta
244,2025-03-28T00:00:00.000000000,100027,HTML,PP,6979.02,0.6644,NO_INTERESADO,no contesta
245,2025-02-13T00:00:00.000000000,100224,HTML,PP,40127.8,0.2601,NO_CALIFICA,cliente interesado
246,2025-03-17T00:00:00.000000000,100086,APP,PP,6897.49,0.287,NO_INTERESADO,numero invalido
247,2025-03-04T00:00:00.000000000,100031,sms,PP,4566.65,0.6412,NO_INTERESADO,sin respuesta
248,2025-01-21T00:00:00.000000000,100011,HTML,Extracash,6848.18,0.2521,SIN_CONTACTO,sin respuesta
249,2025-04-27T00:00:00.000000000,100343,app ,TC,11690.93,0.3658,REBOTE,cliente interesado
250,2025-02-22T00:00:00.000000000,100024,TLV,Extracash,6362.75,0.1229,SIN_CONTACTO,mail abierto
251,2025-02-18T00:00:00.000000000,100198,SMS,TC,sin dato,0.2466,NO_CALIFICA,cliente interesado
252,2025-06-15T00:00:00.000000000,100178,SMS,TC,10497.31,0.2269,VENTA,no contesta
253,2025-04-17T00:00:00.000000000,100243,APP,TC,S/ 7026.16,0.4076,VENTA,cliente interesado
